Year_Built,Heating_QC,Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Garage_Cars,Pool_QC,Sale_Price,transformed_price
1974,Typical,1,2,5,2,No_Pool,129000,11.76756768
1975,Typical,2,3,6,2,No_Pool,171000,12.04941884
1973,Typical,1,2,5,2,No_Pool,147000,11.89818787
1990,Excellent,2,4,9,2,No_Pool,302000,12.6181823
1992,Excellent,2,4,9,2,No_Pool,285000,12.56024446
2004,Excellent,2,2,6,2,No_Pool,214000,12.27373129
2006,Excellent,2,2,5,2,No_Pool,166000,12.01974307
2006,Excellent,2,2,5,2,No_Pool,193800,12.17458198
2006,Excellent,2,2,5,2,No_Pool,208900,12.24961095
2006,Excellent,2,2,5,2,No_Pool,194000,12.17561344
2006,Excellent,2,2,5,2,No_Pool,207500,12.24288662
2006,Excellent,1,1,4,2,No_Pool,199900,12.20557252
2006,Excellent,2,2,5,2,No_Pool,164700,12.01188092
1999,Good,2,3,6,2,No_Pool,176500,12.08107616
1999,Good,2,2,5,2,No_Pool,176000,12.07823927
2000,Excellent,2,2,4,2,No_Pool,168500,12.03469103
2000,Excellent,2,3,4,2,No_Pool,177000,12.08390501
2000,Excellent,2,3,5,2,No_Pool,177000,12.08390501
2004,Excellent,2,2,4,2,No_Pool,148800,11.9103584
1999,Excellent,2,2,5,2,No_Pool,174000,12.06681058
1997,Excellent,2,3,7,2,No_Pool,239000,12.38421883
1999,Excellent,2,3,5,2,No_Pool,204000,12.22587527
2003,Excellent,2,3,8,2,No_Pool,301000,12.61486554
1998,Excellent,2,3,8,2,No_Pool,312500,12.65235975
1994,Excellent,1,1,5,2,No_Pool,279700,12.54147288
1980,Excellent,2,3,8,2,No_Pool,255000,12.44901882
1978,Excellent,1,2,5,2,No_Pool,194000,12.17561344
1976,Typical,2,3,6,2,No_Pool,218000,12.29225034
1978,Typical,1,1,4,2,No_Pool,213750,12.27256239
1976,Excellent,2,3,7,2,No_Pool,187000,12.1388639
1976,Excellent,2,3,6,2,No_Pool,181500,12.10901093
1981,Good,2,2,7,2,No_Pool,373000,12.8293337
1977,Excellent,2,4,12,2,No_Pool,190000,12.15477935
2001,Excellent,2,3,7,2,No_Pool,226000,12.32829028
1968,Excellent,1,3,7,2,No_Pool,143450,11.87374182
1970,Typical,2,4,8,2,No_Pool,240050,12.38860251
1969,Excellent,1,3,6,2,No_Pool,162500,11.99843328
1968,Fair,1,3,6,2,No_Pool,164000,12.00762171
1972,Typical,2,3,8,2,No_Pool,185000,12.1281111
1993,Excellent,2,2,6,2,No_Pool,188500,12.14685329
1993,Excellent,2,3,8,2,No_Pool,255000,12.44901882
1976,Fair,2,4,8,2,No_Pool,136905,11.82704253
1966,Good,2,3,6,2,No_Pool,158500,11.97350987
1973,Fair,1,3,6,2,No_Pool,175500,12.07539432
1963,Typical,1,3,6,1,No_Pool,127000,11.75194237
1967,Typical,1,3,5,1,No_Pool,127000,11.75194237
1967,Typical,2,3,5,1,No_Pool,143000,11.87059991
1965,Typical,1,3,6,2,No_Pool,156000,11.95761129
1958,Typical,1,2,6,1,No_Pool,144000,11.87756858
1964,Typical,2,6,10,1,No_Pool,119000,11.68687877
1964,Typical,2,2,8,3,No_Pool,103000,11.54248427
1960,Typical,1,3,6,1,No_Pool,139900,11.84868316
1960,Typical,1,2,5,1,No_Pool,151500,11.9283409
1960,Good,1,3,6,2,No_Pool,126500,11.74799759
1958,Excellent,1,3,6,1,No_Pool,145000,11.88448902
1958,Fair,1,2,5,1,No_Pool,120000,11.69524702
1956,Good,1,2,6,2,No_Pool,124000,11.72803684
1959,Typical,1,3,5,1,No_Pool,106500,11.57590026
1961,Typical,1,2,6,2,No_Pool,140500,11.85296277
1961,Excellent,1,3,5,2,No_Pool,137500,11.8313792
1960,Typical,1,3,5,1,No_Pool,117600,11.67504431
1966,Excellent,2,3,6,2,No_Pool,163500,12.00456827
1965,Typical,2,3,5,2,No_Pool,161000,11.98915964
1964,Excellent,2,3,7,1,No_Pool,158000,11.97035031
1964,Excellent,2,5,8,2,No_Pool,224500,12.32163099
1964,Typical,1,3,7,1,No_Pool,147000,11.89818787
1959,Good,1,3,6,2,No_Pool,200000,12.20607265
1960,Excellent,1,3,7,2,No_Pool,181900,12.11121236
1959,Good,1,3,7,2,No_Pool,150750,11.92337811
1962,Typical,2,2,6,2,No_Pool,101800,11.53076538
1950,Excellent,1,2,4,1,No_Pool,124000,11.72803684
1940,Typical,1,2,4,2,No_Pool,138500,11.8386256
1946,Fair,1,1,2,0,No_Pool,39300,10.5789798
1946,Fair,1,2,4,0,No_Pool,64500,11.0744205
1945,Typical,1,2,4,0,No_Pool,64000,11.06663836
1958,Excellent,1,2,5,1,No_Pool,112000,11.62625415
1964,Typical,1,4,9,2,No_Pool,165000,12.01370075
1955,Excellent,1,2,6,1,No_Pool,144000,11.87756858
1948,Good,2,4,10,2,No_Pool,137000,11.8277362
1941,Typical,1,3,6,1,No_Pool,105000,11.56171563
1942,Excellent,1,3,7,1,No_Pool,146500,11.89478071
1968,Typical,2,4,8,3,No_Pool,126000,11.74403719
1966,Excellent,2,3,6,2,No_Pool,175000,12.07254125
1961,Typical,1,3,6,2,No_Pool,158500,11.97350987
1958,Excellent,1,2,5,1,No_Pool,114500,11.6483301
1958,Typical,1,3,7,1,No_Pool,144000,11.87756858
1965,Typical,2,3,7,2,No_Pool,129000,11.76756768
1957,Typical,1,2,4,1,No_Pool,141000,11.85651517
1956,Excellent,1,3,6,1,No_Pool,131000,11.7829526
1963,Good,1,3,6,2,No_Pool,142100,11.86428631
1958,Fair,1,3,6,1,No_Pool,139000,11.84222921
1958,Good,1,4,7,1,No_Pool,157900,11.9697172
1954,Typical,1,3,6,1,No_Pool,139400,11.84510278
1957,Excellent,1,3,6,1,No_Pool,150000,11.91839057
1960,Typical,1,3,6,1,No_Pool,120000,11.69524702
1957,Good,1,4,8,2,No_Pool,174850,12.07168374
1957,Typical,1,2,5,1,No_Pool,116000,11.66134547
1956,Typical,1,3,6,1,No_Pool,135000,11.81303006
1970,Good,2,3,7,2,No_Pool,163500,12.00456827
1955,Typical,1,3,7,1,No_Pool,130000,11.77528973
1955,Typical,1,3,5,1,No_Pool,129500,11.77143616
1953,Good,1,3,6,1,No_Pool,142000,11.86358234
1958,Typical,2,4,8,2,No_Pool,128600,11.76446209
1952,Typical,1,2,5,2,No_Pool,125000,11.73606902
1953,Typical,1,3,6,1,No_Pool,136000,11.82041016
1953,Good,1,2,6,1,No_Pool,134500,11.80931948
1956,Typical,1,3,5,1,No_Pool,127000,11.75194237
1955,Typical,1,3,6,2,No_Pool,130000,11.77528973
1955,Good,1,4,7,1,No_Pool,115000,11.65268741
1955,Typical,1,3,5,1,No_Pool,116900,11.66907415
1956,Typical,1,2,4,1,No_Pool,132000,11.7905572
1953,Good,1,3,6,1,Typical,153000,11.9381932
1952,Typical,1,2,6,1,No_Pool,112500,11.6307085
1890,Good,2,3,7,0,No_Pool,138000,11.83500896
1949,Typical,1,2,4,2,No_Pool,135000,11.81303006
1953,Excellent,1,3,7,1,No_Pool,156000,11.95761129
1935,Good,3,4,9,3,No_Pool,301600,12.61685692
1940,Good,1,2,5,1,No_Pool,109000,11.59910316
1956,Excellent,1,1,4,0,No_Pool,103200,11.54442413
1925,Excellent,2,1,6,2,No_Pool,128500,11.76368418
1927,Typical,2,4,5,1,No_Pool,64500,11.0744205
1895,Excellent,1,3,6,0,No_Pool,148000,11.90496755
1920,Excellent,1,2,4,1,No_Pool,86000,11.36210258
1963,Typical,2,4,6,1,No_Pool,172000,12.05524976
1961,Good,1,3,5,1,No_Pool,120000,11.69524702
1968,Good,1,3,5,1,No_Pool,128500,11.76368418
1969,Typical,1,5,9,2,No_Pool,135000,11.81303006
1949,Excellent,1,3,6,2,No_Pool,122900,11.7191263
1948,Typical,1,2,5,1,No_Pool,119200,11.68855803
1949,Excellent,2,3,7,1,No_Pool,143000,11.87059991
1950,Typical,1,3,6,1,No_Pool,119000,11.68687877
1950,Fair,1,3,6,1,No_Pool,102000,11.53272809
1950,Good,1,3,5,2,No_Pool,129000,11.76756768
1960,Excellent,1,2,6,1,No_Pool,135000,11.81303006
1959,Excellent,1,3,6,1,No_Pool,152000,11.9316358
1958,Typical,1,3,6,1,No_Pool,140000,11.8493977
1960,Good,1,3,6,1,No_Pool,152000,11.9316358
1960,Typical,1,3,6,1,No_Pool,156500,11.96081129
1961,Excellent,2,6,10,0,No_Pool,141000,11.85651517
1961,Good,1,3,7,1,No_Pool,99000,11.50287513
1964,Good,2,3,7,2,No_Pool,187000,12.1388639
1962,Typical,2,4,8,1,No_Pool,169500,12.04060821
1962,Good,1,2,5,1,No_Pool,125500,11.74006104
1962,Typical,1,3,6,1,No_Pool,130000,11.77528973
1926,Typical,1,2,5,2,No_Pool,103000,11.54248427
1910,Excellent,2,2,7,2,No_Pool,132000,11.7905572
1927,Typical,1,3,6,2,No_Pool,127500,11.75587164
1922,Typical,1,2,4,1,No_Pool,89500,11.4019939
1980,Typical,1,2,4,2,No_Pool,140000,11.8493977
1920,Good,1,2,5,1,No_Pool,99900,11.51192496
1885,Good,1,2,6,1,No_Pool,100000,11.51292546
1940,Excellent,1,2,5,2,No_Pool,130000,11.77528973
1900,Excellent,1,2,6,2,No_Pool,135000,11.81303006
1948,Excellent,1,2,6,1,No_Pool,120000,11.69524702
1937,Typical,1,2,7,2,No_Pool,89471,11.40166983
1900,Good,1,3,6,1,No_Pool,85000,11.35040654
1920,Good,1,2,5,1,No_Pool,108500,11.59450545
1900,Excellent,2,4,7,2,No_Pool,137000,11.8277362
1945,Good,1,2,4,0,No_Pool,110500,11.6127708
1923,Typical,1,2,5,2,No_Pool,100000,11.51292546
1910,Excellent,2,3,7,2,No_Pool,184900,12.12757042
1927,Typical,1,4,9,1,No_Pool,145000,11.88448902
1925,Good,1,3,6,1,No_Pool,125000,11.73606902
1910,Excellent,1,3,6,2,No_Pool,114000,11.64395373
1900,Typical,2,5,10,2,No_Pool,90000,11.40756495
1910,Typical,2,3,6,2,No_Pool,144100,11.87826278
1880,Typical,2,5,8,1,No_Pool,117500,11.67419361
1930,Good,1,3,6,1,No_Pool,124500,11.73206099
1879,Typical,2,3,8,2,No_Pool,185000,12.1281111
1910,Excellent,2,4,9,2,No_Pool,133900,11.80484853
1926,Good,2,3,5,1,No_Pool,152000,11.9316358
1948,Good,1,2,5,2,No_Pool,153500,11.94145585
1890,Excellent,1,3,8,2,No_Pool,159500,11.9797992
1930,Good,1,2,6,1,No_Pool,87000,11.3736634
1956,Good,1,2,5,1,No_Pool,104500,11.55694235
1949,Excellent,2,1,6,1,No_Pool,110000,11.60823564
1925,Typical,1,1,6,1,No_Pool,136500,11.82407989
1950,Typical,1,3,6,1,No_Pool,128250,11.76173676
1920,Typical,1,3,6,2,No_Pool,144000,11.87756858
1923,Excellent,1,3,6,2,No_Pool,210000,12.25486281
1939,Excellent,2,3,6,1,No_Pool,135000,11.81303006
1939,Excellent,1,3,6,1,No_Pool,128000,11.75978554
1941,Excellent,1,3,6,2,No_Pool,131000,11.7829526
1939,Excellent,1,2,5,1,No_Pool,113000,11.6351431
1938,Good,1,3,6,2,No_Pool,126000,11.74403719
1939,Excellent,1,4,7,1,No_Pool,132000,11.7905572
1930,Excellent,1,3,6,1,No_Pool,131750,11.78866147
1926,Good,1,2,6,2,No_Pool,132500,11.79433792
1920,Excellent,1,4,8,1,No_Pool,137500,11.8313792
1929,Excellent,1,2,5,2,No_Pool,132000,11.7905572
1931,Typical,1,3,6,1,No_Pool,127500,11.75587164
1926,Typical,1,2,5,1,No_Pool,102000,11.53272809
1918,Excellent,2,4,8,1,No_Pool,200000,12.20607265
1919,Excellent,1,3,8,2,No_Pool,180500,12.10348606
1920,Excellent,1,3,7,2,No_Pool,165000,12.01370075
1926,Typical,1,4,7,2,No_Pool,90000,11.40756495
1915,Excellent,1,3,7,1,No_Pool,153575,11.94194433
1929,Good,1,3,6,2,No_Pool,140000,11.8493977
1916,Typical,2,5,10,1,No_Pool,136000,11.82041016
1901,Typical,2,3,7,1,No_Pool,113000,11.6351431
1901,Typical,1,2,6,1,No_Pool,117000,11.66992921
1931,Excellent,1,4,7,1,No_Pool,169500,12.04060821
1930,Excellent,1,3,6,1,No_Pool,139400,11.84510278
1963,Fair,3,5,9,2,No_Pool,202500,12.21849517
1914,Typical,1,3,7,0,No_Pool,127000,11.75194237
1937,Typical,1,3,6,1,No_Pool,141000,11.85651517
1950,Excellent,1,4,8,1,No_Pool,212300,12.26575565
1915,Good,1,3,7,2,No_Pool,161000,11.98915964
1958,Typical,2,3,5,2,No_Pool,99500,11.50791292
1920,Typical,1,3,6,1,No_Pool,101000,11.5228758
1916,Excellent,1,2,5,2,No_Pool,109900,11.60732614
1941,Typical,1,2,7,2,No_Pool,128500,11.76368418
1910,Typical,1,4,9,1,No_Pool,122000,11.71177632
1930,Excellent,1,3,5,0,No_Pool,87000,11.3736634
1910,Fair,2,3,6,1,No_Pool,50000,10.81977828
1937,Typical,1,3,7,2,No_Pool,219000,12.29682701
1946,Typical,3,3,12,0,No_Pool,200500,12.20856953
1940,Fair,1,3,7,1,No_Pool,126000,11.74403719
1942,Typical,1,2,4,1,No_Pool,108500,11.59450545
1963,Typical,1,3,6,1,No_Pool,130000,11.77528973
1964,Good,1,2,6,2,No_Pool,158450,11.97319437
1964,Typical,1,3,5,2,No_Pool,115400,11.65615963
1961,Good,1,3,5,1,No_Pool,118500,11.68266824
1964,Typical,2,3,5,2,No_Pool,165000,12.01370075
1966,Typical,1,3,6,1,No_Pool,123000,11.71993963
1966,Good,1,3,6,1,No_Pool,129000,11.76756768
1966,Typical,1,3,5,1,No_Pool,125000,11.73606902
1968,Typical,1,3,6,1,No_Pool,108000,11.58988651
1971,Good,1,2,6,2,No_Pool,119900,11.69441334
1968,Typical,1,3,5,1,No_Pool,115000,11.65268741
1967,Typical,1,2,5,2,No_Pool,134500,11.80931948
1966,Excellent,1,3,6,1,No_Pool,127000,11.75194237
1968,Good,1,3,5,2,No_Pool,129000,11.76756768
1977,Excellent,1,3,7,2,No_Pool,143500,11.87409031
1966,Excellent,1,3,6,1,No_Pool,129000,11.76756768
1956,Good,1,3,6,1,No_Pool,187000,12.1388639
1920,Fair,3,4,11,2,No_Pool,158000,11.97035031
1918,Excellent,2,3,7,2,No_Pool,112000,11.62625415
1940,Excellent,1,2,6,1,No_Pool,165250,12.01521476
1954,Typical,1,3,6,2,No_Pool,150000,11.91839057
1958,Typical,1,3,6,1,No_Pool,137000,11.8277362
1945,Typical,1,3,5,2,No_Pool,89500,11.4019939
1971,Typical,2,2,5,2,No_Pool,302000,12.6181823
1984,Excellent,2,3,7,2,No_Pool,182000,12.11176197
1988,Typical,2,4,8,2,No_Pool,211000,12.25961341
1948,Excellent,2,3,6,2,No_Pool,216000,12.28303369
1953,Typical,2,3,6,2,No_Pool,130000,11.77528973
1946,Typical,1,2,4,1,No_Pool,109900,11.60732614
1954,Excellent,3,4,6,2,No_Pool,255000,12.44901882
1950,Typical,2,4,7,2,No_Pool,243000,12.40081672
1954,Excellent,1,3,6,1,No_Pool,154000,11.94470788
1958,Typical,1,3,6,1,No_Pool,118000,11.6784399
1958,Typical,1,3,5,1,No_Pool,80000,11.28978191
1977,Typical,2,4,8,0,No_Pool,150000,11.91839057
1920,Excellent,1,2,5,0,No_Pool,86000,11.36210258
1984,Good,2,2,5,1,No_Pool,130000,11.77528973
1951,Excellent,1,4,7,1,No_Pool,125000,11.73606902
1951,Typical,1,4,7,1,No_Pool,136500,11.82407989
1920,Fair,2,4,7,1,No_Pool,96000,11.47210347
1957,Excellent,1,3,7,1,No_Pool,120000,11.69524702
1984,Excellent,2,4,7,2,Typical,228500,12.33929149
1990,Good,2,3,6,2,No_Pool,179900,12.10015642
1990,Good,2,4,8,3,No_Pool,225000,12.32385568
1986,Excellent,2,4,8,2,No_Pool,301000,12.61486554
1991,Excellent,2,4,8,3,No_Pool,238000,12.38002595
1989,Good,2,3,7,2,No_Pool,228500,12.33929149
1994,Excellent,2,3,7,2,No_Pool,220000,12.30138283
2007,Excellent,2,4,10,3,No_Pool,383970,12.8583197
2006,Excellent,3,4,11,3,No_Pool,424870,12.95953852
2007,Excellent,2,3,7,3,No_Pool,250000,12.4292162
2006,Excellent,2,3,8,3,No_Pool,360000,12.79385931
2006,Excellent,2,3,7,3,No_Pool,279500,12.54075757
2007,Excellent,2,3,6,2,No_Pool,200141,12.2067774
2007,Excellent,2,3,7,3,No_Pool,246500,12.41511727
2007,Excellent,2,3,10,3,No_Pool,276000,12.52815614
2005,Excellent,2,3,6,2,No_Pool,203000,12.22096126
2006,Excellent,2,3,8,2,No_Pool,155835,11.95655303
2006,Excellent,2,2,5,3,No_Pool,194000,12.17561344
2007,Excellent,2,2,6,2,No_Pool,195400,12.18280402
2005,Excellent,2,3,7,3,No_Pool,217000,12.28765263
2006,Excellent,2,3,7,2,No_Pool,212999,12.26904275
2005,Excellent,2,2,6,2,No_Pool,175900,12.07767093
2005,Excellent,2,3,7,2,No_Pool,191000,12.16002871
2006,Good,2,3,6,2,No_Pool,176432,12.08069081
1988,Excellent,2,3,7,2,No_Pool,277000,12.53177279
1988,Excellent,2,3,7,2,No_Pool,207000,12.24047407
1958,Good,2,4,7,2,No_Pool,277000,12.53177279
1992,Excellent,2,3,9,2,No_Pool,240000,12.3883942
1966,Good,2,5,9,2,No_Pool,187500,12.14153412
1976,Excellent,0,0,5,2,No_Pool,279000,12.53896706
1994,Good,1,3,6,2,No_Pool,139500,11.84581988
1994,Good,1,3,5,1,No_Pool,126000,11.74403719
1995,Excellent,2,3,6,2,No_Pool,177500,12.08672589
1997,Excellent,2,3,6,2,No_Pool,175000,12.07254125
1998,Excellent,2,3,7,2,No_Pool,211000,12.25961341
1994,Excellent,1,3,5,1,No_Pool,146000,11.8913619
1996,Excellent,1,3,6,1,No_Pool,147900,11.90429165
1994,Excellent,1,3,5,0,No_Pool,123600,11.72480582
1997,Excellent,2,3,7,2,No_Pool,204750,12.229545
1999,Excellent,2,3,7,2,No_Pool,235500,12.36946619
1998,Excellent,2,3,7,2,No_Pool,217000,12.28765263
2001,Excellent,2,3,7,2,No_Pool,190550,12.15766991
2000,Excellent,2,3,7,2,No_Pool,217500,12.28995413
2003,Excellent,2,3,7,2,No_Pool,226000,12.32829028
2003,Excellent,2,3,8,2,No_Pool,180000,12.10071213
1974,Typical,1,3,5,2,No_Pool,131000,11.7829526
1976,Typical,2,3,6,2,No_Pool,153500,11.94145585
1977,Typical,2,3,6,2,No_Pool,160000,11.98292909
1977,Typical,1,3,5,2,No_Pool,134900,11.81228904
1977,Typical,1,3,5,1,No_Pool,130000,11.77528973
1975,Typical,1,3,5,2,No_Pool,120000,11.69524702
1972,Typical,1,3,5,2,No_Pool,112500,11.6307085
1975,Typical,1,3,5,2,No_Pool,122000,11.71177632
1972,Good,1,3,5,2,No_Pool,127000,11.75194237
1972,Good,1,3,5,2,No_Pool,117000,11.66992921
2004,Excellent,2,3,8,3,No_Pool,305900,12.63101353
2002,Excellent,2,3,7,2,No_Pool,228500,12.33929149
2000,Excellent,2,3,7,2,No_Pool,270000,12.50617724
2002,Excellent,2,3,6,2,No_Pool,192000,12.16525065
2003,Excellent,2,3,7,2,No_Pool,213000,12.26904744
2002,Excellent,2,3,7,2,No_Pool,200000,12.20607265
1998,Excellent,2,4,9,2,No_Pool,267000,12.49500394
1994,Excellent,2,3,7,2,No_Pool,228000,12.33710091
2001,Excellent,2,4,7,2,No_Pool,275000,12.52452638
1996,Excellent,2,3,7,2,No_Pool,211000,12.25961341
2002,Excellent,2,3,7,3,No_Pool,285000,12.56024446
1995,Excellent,2,3,8,2,No_Pool,240000,12.3883942
2003,Excellent,1,1,3,2,No_Pool,131500,11.78676213
1999,Excellent,1,1,5,2,No_Pool,246900,12.41673868
2003,Excellent,2,4,8,2,No_Pool,219500,12.29910751
2003,Excellent,2,3,6,2,No_Pool,185000,12.1281111
2007,Excellent,2,3,7,2,No_Pool,179400,12.09737323
2006,Excellent,2,3,8,2,No_Pool,213500,12.27139211
2004,Excellent,2,3,7,2,No_Pool,179600,12.09848743
2005,Excellent,2,2,5,2,No_Pool,173500,12.06393288
2006,Excellent,2,3,6,2,No_Pool,167840,12.03076642
2006,Good,2,3,7,2,No_Pool,168675,12.03572907
2005,Excellent,2,3,6,2,No_Pool,167000,12.02574909
1965,Excellent,1,2,6,2,No_Pool,140000,11.8493977
1967,Good,1,2,4,1,No_Pool,118500,11.68266824
1963,Typical,1,2,4,2,No_Pool,110000,11.60823564
1965,Typical,1,3,6,1,No_Pool,94750,11.45899712
1925,Typical,1,3,7,2,No_Pool,122000,11.71177632
1960,Good,1,2,5,2,No_Pool,110000,11.60823564
1990,Typical,1,3,5,0,No_Pool,118500,11.68266824
1976,Typical,1,3,7,2,No_Pool,133500,11.80185676
1976,Typical,1,3,6,1,No_Pool,148000,11.90496755
1979,Typical,2,5,11,2,No_Pool,141000,11.85651517
2006,Good,1,2,5,2,No_Pool,155000,11.9511804
2005,Good,1,2,5,2,No_Pool,157000,11.96400108
2005,Good,2,3,6,2,No_Pool,171500,12.05233855
2008,Excellent,2,2,15,3,No_Pool,183850,12.12187549
2007,Excellent,3,3,11,3,No_Pool,184750,12.12675884
2005,Excellent,1,2,5,2,No_Pool,140000,11.8493977
1959,Excellent,1,2,4,1,No_Pool,131750,11.78866147
1955,Typical,2,2,6,0,No_Pool,61500,11.02679245
1954,Excellent,1,3,5,1,No_Pool,111000,11.61728548
1946,Typical,2,4,8,0,No_Pool,98500,11.49781183
1931,Excellent,1,3,6,0,No_Pool,79000,11.27720313
1920,Typical,1,2,4,1,No_Pool,108500,11.59450545
1954,Excellent,1,3,5,2,No_Pool,110000,11.60823564
1910,Good,1,2,6,1,No_Pool,112000,11.62625415
1955,Typical,1,2,4,1,No_Pool,125000,11.73606902
1955,Typical,1,3,5,2,No_Pool,79275,11.2806781
1954,Excellent,1,3,5,1,No_Pool,119000,11.68687877
1914,Excellent,2,8,14,0,No_Pool,200000,12.20607265
1923,Fair,2,6,12,0,No_Pool,150000,11.91839057
1923,Typical,1,3,7,1,No_Pool,165000,12.01370075
1926,Fair,1,2,5,1,No_Pool,96500,11.47729829
1926,Typical,1,3,6,1,No_Pool,136500,11.82407989
1921,Good,2,2,8,1,No_Pool,146500,11.89478071
1937,Excellent,1,3,7,1,No_Pool,175000,12.07254125
1930,Typical,1,2,5,1,No_Pool,148500,11.90834024
1921,Typical,1,3,7,1,No_Pool,141500,11.860055
1918,Good,1,3,7,1,No_Pool,189950,12.15451616
1926,Typical,1,3,6,1,No_Pool,135000,11.81303006
1941,Good,2,4,7,1,No_Pool,164000,12.00762171
1913,Typical,1,2,4,1,No_Pool,90350,11.4114463
1910,Excellent,2,3,8,2,No_Pool,139000,11.84222921
1938,Excellent,1,2,5,1,No_Pool,119750,11.69316152
1946,Typical,2,4,8,2,No_Pool,145000,11.88448902
1949,Typical,2,4,8,3,No_Pool,145000,11.88448902
1927,Good,2,4,8,2,No_Pool,238000,12.38002595
1951,Fair,1,2,7,2,No_Pool,153500,11.94145585
1918,Typical,2,4,10,3,No_Pool,239000,12.38421883
1934,Typical,2,4,10,2,No_Pool,359100,12.79135618
1930,Excellent,2,4,7,1,No_Pool,188000,12.14419724
1932,Typical,1,3,7,2,No_Pool,220000,12.30138283
1941,Excellent,2,3,5,2,No_Pool,140000,11.8493977
1932,Typical,2,3,10,2,No_Pool,315000,12.66032792
1945,Excellent,2,3,9,1,No_Pool,259500,12.46651198
1957,Excellent,2,3,7,2,No_Pool,257500,12.458775
1940,Typical,1,3,6,1,No_Pool,219500,12.29910751
1953,Typical,2,3,7,2,No_Pool,217000,12.28765263
1960,Typical,1,3,6,2,No_Pool,201000,12.21106019
1968,Excellent,2,3,7,2,No_Pool,215000,12.27839331
1980,Good,1,2,5,2,No_Pool,123900,11.72723007
1995,Good,2,4,7,2,No_Pool,170000,12.04355372
1988,Good,1,1,4,2,No_Pool,200000,12.20607265
1971,Excellent,2,3,7,2,No_Pool,198000,12.19602231
1957,Typical,3,4,9,2,No_Pool,200624,12.20918779
1986,Good,2,2,6,2,Excellent,315000,12.66032792
1919,Typical,2,3,7,0,No_Pool,115000,11.65268741
1940,Good,1,3,6,2,No_Pool,141000,11.85651517
1941,Poor,1,2,5,2,No_Pool,87000,11.3736634
1925,Excellent,2,3,6,0,No_Pool,129850,11.77413522
1939,Good,1,3,4,1,No_Pool,100000,11.51292546
1923,Excellent,2,3,6,0,No_Pool,150909,11.92443229
1922,Excellent,1,2,5,1,No_Pool,75200,11.22790651
1920,Typical,1,2,6,1,No_Pool,118400,11.681824
1920,Good,1,2,6,1,No_Pool,67000,11.1124479
1950,Typical,1,4,6,1,No_Pool,152000,11.9316358
1939,Excellent,1,1,4,1,No_Pool,68104,11.12879123
1895,Fair,2,4,9,0,No_Pool,119600,11.69190812
1957,Good,1,3,6,2,No_Pool,140000,11.8493977
1930,Excellent,1,2,5,1,No_Pool,124900,11.7352687
2006,Good,2,2,5,2,No_Pool,375000,12.8346813
2006,Excellent,2,2,5,2,No_Pool,235000,12.36734079
1979,Typical,2,2,5,2,No_Pool,183500,12.11996995
1978,Excellent,1,2,5,2,No_Pool,156000,11.95761129
1983,Typical,1,3,5,2,No_Pool,134000,11.80559508
2002,Excellent,2,3,6,3,No_Pool,215000,12.27839331
2002,Excellent,1,1,4,2,No_Pool,245000,12.40901349
1991,Typical,2,3,6,2,No_Pool,210000,12.25486281
1975,Typical,1,3,4,1,No_Pool,148000,11.90496755
1974,Typical,1,2,5,2,No_Pool,143000,11.87059991
1987,Excellent,2,2,5,2,No_Pool,244000,12.4049235
1998,Excellent,1,1,5,1,No_Pool,330000,12.70684793
1959,Good,1,2,5,1,No_Pool,170000,12.04355372
1958,Good,2,4,7,2,No_Pool,257000,12.45683136
2006,Excellent,2,3,7,2,No_Pool,231713,12.35325482
2006,Excellent,2,2,6,2,No_Pool,267300,12.4961269
2006,Excellent,2,2,6,2,No_Pool,265900,12.49087558
2007,Excellent,2,3,7,3,No_Pool,239000,12.38421883
2006,Excellent,2,3,6,3,No_Pool,248900,12.42480649
1985,Good,2,3,6,2,No_Pool,174000,12.06681058
1990,Excellent,2,3,7,2,No_Pool,187500,12.14153412
1996,Excellent,2,3,7,2,No_Pool,204000,12.22587527
2001,Excellent,2,2,5,2,No_Pool,180500,12.10348606
2003,Excellent,2,3,6,2,No_Pool,187500,12.14153412
2002,Excellent,2,2,6,3,No_Pool,282000,12.54966235
1996,Excellent,2,3,7,2,No_Pool,178000,12.08953883
2002,Excellent,2,3,9,3,No_Pool,270000,12.50617724
2003,Excellent,3,5,10,2,No_Pool,279900,12.54218768
1963,Good,1,3,5,3,No_Pool,186700,12.13725833
2006,Excellent,2,3,7,3,No_Pool,283463,12.55483688
2006,Excellent,2,3,8,3,No_Pool,392000,12.87901712
2005,Excellent,2,4,9,3,No_Pool,281213,12.54686767
2007,Excellent,1,3,6,0,No_Pool,147000,11.89818787
1953,Excellent,1,2,9,4,Typical,130000,11.77528973
1996,Excellent,0,0,3,2,No_Pool,140000,11.8493977
1963,Good,1,3,5,2,No_Pool,132250,11.79244935
1967,Typical,2,4,8,2,No_Pool,143000,11.87059991
1961,Excellent,1,3,7,4,No_Pool,168000,12.03171926
1976,Typical,1,3,6,2,No_Pool,129900,11.7745202
1976,Typical,1,3,6,2,No_Pool,134000,11.80559508
1972,Typical,1,3,5,1,No_Pool,85500,11.35627165
1970,Typical,1,2,4,1,No_Pool,106500,11.57590026
1970,Excellent,1,3,5,0,No_Pool,93900,11.44998567
1970,Fair,1,3,6,1,No_Pool,75000,11.22524339
